Country Code,Country,SDG Region,Sub-region,UNDP Region,Task Force Name,Description of Task Force,Type,Sector,Sector 2,#Men,#Women,Total,%Women,Leader Gender,Woman Leader,Composition Data,Composition Classification,Sources
BTN,Bhutan,Asia,Southern Asia,Asia Pacific,Finance and Operational Logistic Subcommittee of the Health Emergency Management Committee,"The goals of the Finance and Operational Logistic Team are 1) Explore and mobilize necessary financial arrangement for the emergency management; 2) Provide regular update to Health Emergency Management Committee (HEMC) on the status of financial arrangement and expenditure; 3) Assess and compile proposed budget requirement from the sections under HEMC; 4) Maintain proper record of all financial expenditures occurred during the emergency management and recovery phase; 5) Delegate administrative and financial authorities to work in emergencies with minimum procedure under overall guidance and supervision of the designated officials; and 6) Responsible for arrangements for adequate food/water supplies at the incident. Members comes from the Ministry of Health with various roles in Human Resources and Finance, except one who is the Administrative Assistant at Ministry of Education.",Decision-Making,Multi-Sectoral,Multi-Sectoral,3,2,5,40.00,Man,No,Yes,Majority Men,http://www.moh.gov.bt/wp-content/uploads/ict-files/2020/01/National-Preparedness-and-Response-Plan-4th-ed.pdf
PRY,Paraguay,Americas,Latin America and the Caribbean,LAC,Emergency Operations Center (Centro de Operaciones de Emergencia),"The Emergency Operations Center was created by the Minister of Public Health and Social Welfare as a national response to COVID-19. The Operations Center executes and coordinates all the COVID-19 response actions established by the Government. Its members are health experts that hold high-level public positions within the Ministry of Health, as well as two additional advisors from the health sector. The Operations Center may request support from the Armed Forces, the National Police and other dependencies of the Central Administration for the execution of the National Plan for the Response to the Respiratory Virus Pandemic.",Decision-Making,Public Health,Public Health,13,9,22,40.91,Man,No,Yes,Majority Men,"https://www.mspbs.gov.py/dependencias/portal/adjunto/78806d-PlandeRespuestaNacionalaleventualingresodelCoronavirusV1.0.pdf; 
https://www.mspbs.gov.py/dependencias/portal/adjunto/8dc125-ResolucinSGN76COE.pdf"
FIN,Finland,Europe,Northern Europe,OECD,COVID-19 Operations Centre (COVID-19 Operaatiokeskus),"On 1 April 2020, the Prime Minister’s Office of Finland established the COVID-19 Operations Centre, led by the Head of Unit from the Prime Minister’s Office. The Centre is constituted by the officials from the Prime Minister’s Office and the representatives from various governmental departments. The Centre aims to observe and assess the effects of applied government policies and measures in the events of COVID-19, contributing to a more efficient response to the pandemic.",Decision-Making,Multi-Sectoral,Multi-Sectoral,10,7,17,41.18,Man,No,Yes,Majority Men,https://valtioneuvosto.fi/en/-/10616/valtioneuvoston-kanslia-perusti-operaatiokeskuksen-tukemaan-koronavirustilanteen-johtamista-
FRA,France,Europe,Western Europe,OECD,Research and Expertise Analysis Committee (Comité analyse recherche et expertise (CARE)),"In March 2020, the President of France formed the Research and Expertise Analysis Committee, bringing together doctors and researchers specialized in public health affairs. Giving recommendations to the Government of France on treatments and tests against COVID-19 represents the main responsibility of the Committee. Also, its tasks include working on backtracking practices that make it possible to identify people in contact with those infected with COVID-19. ",Expert,Public Health,Public Health,7,5,12,41.67,Woman,Yes,Yes,Majority Men,"https://gh.bmj.com/content/5/10/e003549; 
https://vih.org/20200324/COVID-19-la-pr-francoise-barre-sinoussi-nommee-a-la-tete-du-comite-de-chercheurs-charge-de-conseiller-le-gouvernement/"
NZL,New Zealand,Oceania,Australia and New Zealand,OECD,COVID-19 Technical Advisory Group,"The COVID-19 Technical Advisory Group was created under the Ministry of Health to provide advice on expert health and ethical issues regarding the pandemic response. The Group is led by the Chief Science Advisor at the Ministry of Health and is composed of leading specialists from the universities, public health institutions, and laboratories, including experts on minority health such as a representatives from the Pacific COVID-19 Response Team and the Māori Pandemic Coordination Group.",Expert,Public Health,Public Health,7,5,12,41.67,Man,No,Yes,Majority Men,"https://www.health.govt.nz/about-ministry/leadership-ministry/expert-groups/covid-19-technical-advisory-group; 
https://www.brookings.edu/wp-content/uploads/2021/01/MENA-COVID-19-Survey-New-Zealand-.pdf"
NZL,New Zealand,Oceania,Australia and New Zealand,OECD,Science and Technical Advisory Group ,"The Science and Technical Advisory Group supports the COVID-19 Vaccine Strategy Taskforce with expert advice. More specifically, the Taskforce provides scientific and technical advice on the development, manufacturing, safety and effectiveness of vaccines. The Group is headed by the Chief Science Advisor at the Ministry of Health, but is made up out of experts from various fields.",Expert,Public Health,Public Health,7,5,12,41.67,Man,No,Yes,Majority Men,"https://web.archive.org/web/20210610025245/https://www.mbie.govt.nz/science-and-technology/science-and-innovation/international-opportunities/covid-19-vaccine-strategy/;
https://www.beehive.govt.nz/release/new-zealand-joins-global-search-covid-19-vaccine"
TLS,Timor-Leste,Asia,South-eastern Asia,Asia Pacific,Monitoring and Evaluation Committee on the Strategy for Prevention and Combating COVID-19,"On 20 March 2020, the Prime Minister of Timor-Leste established a Monitoring and Evaluation Committee on the Strategy for Prevention and Combating COVID-19. The Committee brings together health professionals, including a representative of the World Health Organization (WHO) in Timor-Leste, as well as former government officials. It aims to assist the Prime Minister and advise him on the COVID-19 decision-making process.",Expert,Public Health,Public Health,4,3,7,42.86,Man,No,Yes,Majority Men,http://timor-leste.gov.tl/?p=23830&lang=en&lang=en
DEU,Germany,Europe,Western Europe,OECD,Small Corona Cabinet (Kleines Corona-Kabinett),"In light of the COVID-19 pandemic, the Federal Government of Germany restructured its work with a flat hierarchies and rapid escalation levels and formed the Small Corona Cabinet. Directly led by Chancellor Angela Merkel, the Cabinet includes several federal ministers and meets every Monday to assess the situation and identifies the major strands of action in the Federal Government's area of responsibility as well as carries out mission-critical monitoring and dicision-making processes.",Decision-Making,Multi-Sectoral,Multi-Sectoral,4,3,7,42.86,Woman,Yes,Yes,Majority Men,https://www.aerzteblatt.de/nachrichten/111660/Bundesregierung-mit-neuer-Arbeitsstruktur
AUT,Austria,Europe,Western Europe,OECD,Psychosocial Advisory Board,"The Psychosocial Advisory board is made up of medical experts on matters of psychology, including learning, occupational therapy, and mental health. It was created to advise the Minister of Health on the psychosocial effects of COVID-19. ",Expert,Public Health,Public Health,4,3,7,42.86,Man,No,Yes,Majority Men,"https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov)/Coronavirus---Taskforce.html;
https://web.archive.org/web/20211019030916/https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov)/Coronavirus---Taskforce.html"
TUR,Turkey,Asia,Western Asia,ECIS,Coronavirus Scientific Advisory Board,"The Coronavirus Scientific Advisory Board establishes guidelines for the treatment of COVID-19 by medical professionals and recommends measures to be followed by the public. The Board also updates the public about the spread of COVID-19 in the country. The board reports to the Health Minister. The implementation of the measures is carried out by the government. It also works with the Coronavirus Social Science Advisory Board which works on  the psychological, sociological, statistical and religious sociology aspects of COVID-19.",Expert,Public Health,Public Health,21,16,37,43.24,Man,No,Yes,Majority Men,"Information provided by UNDP/UN Women Country Office; 
https://www.care-international.org/files/files/CARE_COVID-19-womens-leadership-report_June-2020.pdf;
https://www.aksam.com.tr/guncel/son-dakikia-bilim-kurulu-toplantisi-ne-zaman-koronavirus-bilim-kurulu-ne-zaman-kurulduuye/haber-1056513;
https://www.aa.com.tr/tr/koronavirus/turkiyenin-koronavirusle-mucadele-politikasina-bilim-kurulu-yon-veriyor/1777215"
FIN,Finland,Europe,Northern Europe,OECD,COVID-19 Coordination Group (COVID-19-koordinaatioryhmä),"On 13 February 2020, the COVID-19 Coordination Group was formed by the Government of Finland to manage and coordinate COVID-19 policies and measures in healthcare and social welfare. On 30 March 2020, based on the decision of the Government, the Group was expanded and, apart from Permanent Secretaries and Heads of Preparedness of the ministries responsible for handling the impacts of the pandemic, it gathers the Permanent Secretaries of all ministries and other government officials. The main mission of the Group is to promote the efficient coordination of the ministries in order to increase preparedness and ensure the successful implementation of the COVID-19 response mechanisms. ",Decision-Making,Multi-Sectoral,Multi-Sectoral,9,7,16,43.75,,Missing,Yes,Majority Men,"https://valtioneuvosto.fi/en/-/10616/valtioneuvoston-koronajohtamista-vahvistettiin; 
https://www.covid19healthsystem.org/countries/finland/livinghit.aspx?Section=5.1%20Governance&Type=Section"
USA,United States of America,Americas,Northern America,OECD,Transition COVID-19 Advisory Board,"The COVID-19 Advisory Board was created to advise the transition of Biden-Harris Administration on COVID-19 pandemic prevention and mitigation. The Board was co-chaired by three health experts and composed of other leading doctors, researchers, and public health experts. The Advisory Board consulted with state and local officials to determine the public health guidelines to get the virus under control and reopen the economy. It was disbanded on Januray 20, 2020 with the creation of a new administration. It is succeded by the White House COVID-19 Response Team. 
",Expert,Public Health,Public Health,9,7,16,43.75,Man and Woman (co-chairs),Co-Chair,Yes,Majority Men,"https://www.cnn.com/2020/11/09/health/members-of-biden-COVID-19-advisory-board/index.html; 
https://www.healthcarefinancenews.com/news/president-elect-joe-biden-announces-covid-19-advisory-board"
NZL,New Zealand,Oceania,Australia and New Zealand,OECD,COVID-19 Vaccine and Immunization Programme Steering Group,"The COVID-19 Vaccine and Immunization Programme Steering Group was created to provide direction and oversight to the COVID-19 Immunization Programme Group regarding strategic risks, issues and opportunities. The Steering Group is led by the Director-General of the Ministry of Health and its members are all in leading roles within the Ministry of Health, including the Deputy Director-General of Māori Health and a Group Manager of Child and Community Health.",Decision-Making,Public Health,Public Health,5,4,9,44.44,Man,No,Yes,Majority Men,https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-response-planning/covid-19-vaccine-strategy/covid-19-vaccine-planning-and-delivery-groups#taskforce
ZAF,South Africa,Africa,Sub-Saharan Africa,Africa,Ministerial Advisory Committee on Vaccine Development,"The Ministerial Advisory Committee on Vaccine Development was created by the government for the purpose of managing vaccine development and administration. The Committee also monitors and reports on the progress of clinical trials, and advises on purchasing and manufacturing capability. It is composed of public health experts from universities, non-governmental organizations, and government representatives from the health and treasury departments. ",Expert,Public Health,Public Health,5,4,9,44.44,Man,No,Yes,Majority Men,"https://www.researchprofessionalnews.com/rr-news-africa-south-2020-9-south-africa-sets-up-coronavirus-vaccine-expert-group/;
https://bhekisisa.org/resources/general-resource/2020-05-22-what-south-africas-covid-19-ministerial-advisory-committee-did-and-didnt-advise-on/;
https://bhekisisa.org/wp-content/uploads/2020/09/bc935007-health-media-statement-28-september-2020.pages-final-2.pdf#page=7"
GUY,Guyana,Americas,Latin America and the Caribbean,LAC,National COVID-19 Vaccines Task Force,"The National COVID-19 Vaccines Task Force was set up to enforce the vaccination plan and to ensure that Guyana is adequately prepared for the rollout of the vaccines. In the meantime, the Task Force would also be updated on the status of vaccine procurement and deployment, which will guide its next steps. The Task Force includes representatives from the Ministry of Health, government agencies, the private sector, the University of Guyana, the Joint Services, immunologists, and representatives from the WHO and UNICEF. There are 18 permanent members, but additional immunology experts may be called upon to join the team as needed. ",Decision-Making,Public Health,Public Health,10,8,18,44.44,Man,No,Yes,Majority Men,https://newsroom.gy/2021/01/08/19-member-national-covid-19-vaccines-task-force-appointed/?fbclid=IwAR2U11stnkFpovn7JPvHLf1vmKYDROVIYOlhrFt3bw4oOgHYVyHD9VVBxMk;
ITA,Italy,Europe,Southern Europe,OECD,Committee of Experts (Comitato di esperti),"The Committee of Experts was established by the Minister of Education, to formulate and present proposals on how to reopen schools after their suspension due to COVID-19. Additionally, the Committee was tasked with working on proposals for the future of the national education system, presenting ideas for its improvement and focusing on, among others, the use of digital technologies, the training and recruitment of teachers and the relaunching of quality school services in the current emergency. It was composed of a group of 18 experts from the education sector, who worked pro bono. Per its mandate, it could involve, through appropriate hearings, other relevant stakeholders, e.g. representatives from student councils, parent associations, as well as government representatives from Italian Municipalities, Provinces and Regions. The Committee remained in office until July 31, 2020, having presented two Reports (on May 27 and July 13, 2020). Many ideas and proposals put forward by the Committee were incorporated by the Ministry of Education in its policies. ",Expert,Education,Other,10,8,18,44.44,Man,No,Yes,Majority Men,https://www.miur.gov.it/web/guest/-/coronavirus-azzolina-istituito-comitato-di-esperti-metteremo-rapidamente-a-punto-il-nostro-piano-per-la-scuola-; https://www.miur.gov.it/documents/20182/0/RAPPORTO+FINALE+13+LUGLIO+2020.pdf/c8c85269-3d1f-9599-141c-298aa0e38338?version=1.0&t=1613234480541
AUT,Austria,Europe,Western Europe,OECD,Corona Commission (Corona-Kommission),"On August 7, 2020, The Corona Commission, an advisory body that makes recommendations as to which traffic light color should apply to a specific region, was established on a trial run. It was later taken into effect. There are four different colors: Green: low risk, Yellow: medium risk, Orange: high risk, Red: Very high risk. The task force has a website where users can see the color of each region. The Corona Commission meets every Thursday and consists of 5 representatives from the federal government, an expert from each federal state and 5 technical experts. The final decision on the colour is made by the Health Minister, who works together with the state governors to implement needed measures. ",Decision-Making,Public Health,Public Health,11,9,20,45.00,Man,No,Yes,Majority Men,"https://www.coronanet-project.org/;
https://www.ots.at/presseaussendung/OTS_20200806_OTS0040/aviso-probelauf-der-corona-kommission-startet-und-pk-zur-corona-ampel;
https://corona-ampel.gv.at/corona-kommission/mitglieder-der-corona-kommission/"
JAM,Jamaica,Americas,Latin America and the Caribbean,LAC,COVID-19 Economic Recovery Task Force: COVID-19 Resilient Jamaica Subcommittee,"The COVID-19 Resilient Jamaica Subcommittee was created as part of the COVID-19 Economic Recovery Task Force to design and implement a risk-based framework that prepares Jamaica for life with COVID-19. It aimed to facilitate the reopening of the economy while containing the spread of the virus, and focused on achieving various goals, such as developing a risk-based alert system, establishing a re-opening timeline, and suggesting health infrastructure improvements. It was chaired by the Minister of Health and Wellness, including members from said Ministry as well as representatives from the tourism, commerce and trade unions sectors. This Subcommittee included a gender activist and ended in June 2020.",Decision-Making,Economic,Multi-Sectoral,6,5,11,45.45,Man,No,Yes,Majority Men,https://mof.gov.jm/documents/documents-publications/document-centre/file/2431-COVID-19-economic-recovery-task-force-rebuild-jamaica.html
CZE,Czechia,Europe,Eastern Europe,OECD,Central Management Team - Clinical Group,"The Clinical Group is a subcommittee of the Central Management Team. The Group, among other things, coordinates clinical and organizational measures in health services provided at the national and regional level in response to COVID-19. It is an information and consultation point for clinical specialists. ",Decision-Making,Public Health,Public Health,13,11,24,45.83,Woman,Yes,Yes,Majority Men,https://ppo.mzcr.cz/workGroup/149
AUT,Austria,Europe,Western Europe,OECD,Supreme Sanitary Council,"In March 2021, the Supreme Sanitary Council was reconstituted as part of the COVID-19 response. It is made of medical professionals and is the most important advisory body to the minister on public health issues. The Council provides recommendations to the government on policy decisions.",Expert,Public Health,Public Health,19,18,37,48.65,Man,No,Yes,Gender Parity,"https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov)/Coronavirus---Taskforce.html;
https://web.archive.org/web/20211019030916/https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov)/Coronavirus---Taskforce.html"
CAN,Canada,Americas,Northern America,OECD,COVID-19 Therapeutics Task Force,"The COVID-19 Therapeutics Task Force was established to provide expert advice to the Government on COVID-19 therapeutics, as well as assessing and prioritizing COVID-19 therapeutic projects seeking government support. It included top life sciences industry leaders as well as scientists with expertise in research and development, to support the work of Canada’s COVID-19 response. The Task Force had seven core members, including two co-chairs, drawn from research and business leaders who had proven ability to bring new therapies to market in Canada, and science advisor members who reviewed and provided advice on projects within their area of expertise. The Task Force dissolved on February 28, 2021",Expert,Public Health,Public Health,9,9,18,50.00,Man and Woman (co-chairs),Co-Chair,Yes,Gender Parity,"https://www.ic.gc.ca/eic/site/lsg-pdsv.nsf/eng/hn01780.html;
https://medicine.dal.ca/news/2020/08/05/dalhousie_university_s_dr__joanne_langley_named_co_lead_of_covid_19_vaccine_task_force.html"
CHL,Chile,Americas,Latin America and the Caribbean,LAC,Board of Reactivation for Women (Mesa Reactivación Mujer) ,"The Board of Reactivation for Women was created in August 2020 by the Minister of Women and Gender Equality to reactivate the country's economy, with an effective gender perspective. The objective is to draw up a roadmap that will boost female labor participation and entrepreneurship from 41.2% to the rates known at the beginning of 2020 (53.3%). The Committee is led by the Minister of Women and Gender Equality, with the participation of the Minister of Economy, the Undersecretary of Social Evaluation, and the General Manager of BancoEstado.",Decision-Making,Economic,Multi-Sectoral,2,2,4,50.00,Woman,Yes,Yes,Gender Parity,https://minmujeryeg.gob.cl/?p=41395
EST,Estonia,Europe,Northern Europe,OECD,Scientific Advisory Board (COVID-19 tõrje teadusnõukoja),"On 20 March 2020, the Government Committee on the Emergency Situation of Estonia formed a Scientific Advisory Board that aims to provide expert consultation to the noted Committee on the events of COVID-19. The Scientific Advisory Board is composed of leading experts and professionals in the fields of health, psychology, and statistics. The Board collects and analyses COVID-19-related data, assesses the epidemiological situation in the country and around the world, and keeps the government updated about the recent scientific research. Based on the findings, it drafts recommendations for the Committee about possible COVID-19 restrictions and measures. It also represents Estonia at the meetings of the European Union virology experts. ",Expert,Public Health,Public Health,2,3,5,50.00,Woman,Yes,Yes,Gender Parity,"https://gh.bmj.com/content/5/10/e003549; 
https://web.archive.org/web/20200423230058/https://www.kriis.ee/en/node/51063
"
ETH,Ethiopia,Africa,Sub-Saharan Africa,OECD,COVID-19 National Ministerial Committee,"On 29 February 2020, the Prime Minister of Ethiopia established the COVID-19 National Ministerial Committee, led by the Minister of Health. The Committee gathers the ministers of different governmental departments such as finance, peace, and foreign affairs. The mission of the Committee is to coordinate a multi-sectoral national response to the epidemiological situation in the country. While utilizing a platform with regional health bureaus, the Committee makes sure that they provided with all the necessary technical and financial support to continue an efficient work process. The tasks of the Committee also include regular reviews of the government’s pandemic strategy to ensure the constant preparedness of the country to the changing circumstances.",Decision-Making,Multi-Sectoral,Multi-Sectoral,2,2,4,50.00,Woman,Yes,Yes,Gender Parity,"https://gh.bmj.com/content/5/10/e003549;
https://ethiopianmonitor.com/2020/03/01/govt-steps-up-preparedness-for-potential-coronavirus-outbreak/; 
https://www.gbchealth.org/discussion-with-dr-lia-tadesse-ethiopias-fight-against-COVID-19/; 
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8076721/#cit0035"
JAM,Jamaica,Americas,Latin America and the Caribbean,LAC,COVID-19 Economic Recovery Task Force: Local Services Subcommittee,"The Local Services Subcommittee was created as part of the COVID-19 Economic Recovery Task force. It was chaired by the President of the Private Sector Organization of Jamaica and featured members from the Private Sector Organization of Jamaica, the Ministry of Finance, MSME and Financial Access organizations and other similar organizations. The Subcommttee ended in June 2020.",Decision-Making,Economic,Multi-Sectoral,9,9,18,50.00,Man,No,Yes,Gender Parity,https://mof.gov.jm/documents/documents-publications/document-centre/file/2431-COVID-19-economic-recovery-task-force-rebuild-jamaica.html
LCA,Saint Lucia,Americas,Latin America and the Caribbean,LAC,Economic Recovery Technical Planning Team,"The Economic Recovery Technical Planning Team oversees the work of the Multi-Stakeholder Committee. It is comprised of high-level representatives across different sectors of government, including finance, economic development, and the Prime Minister's Office.",Decision-Making,Economic,Multi-Sectoral,4,4,8,50.00,Man and Woman (co-chairs),Co-Chair,Yes,Gender Parity,"http://www.govt.lc/media.govt.lc/www/resources/publications/saint-lucia-economic-recovery-and-resilience-plan.pdf;
https://www.errp.info/"
LCA,Saint Lucia,Americas,Latin America and the Caribbean,LAC,Economic Recovery Multi-Stakeholder Committee,"The government created the Economic Recovery Multi-Stakeholder Committee as part of the response to COVID-19. It is comprised of members from various government ministries and agencies, as well as members from private sector and civil society. It developed an economic recovery plan that aims to provide recommendations on economic growth, fiscal interventions, targeting economically vulnerable populations, improve resilience and public health outcomes, and initiating reforms with assistance of the communications technology. The plan also outlines 32 concrete recommendations to the government to help meet these goals. ",Decision-Making,Economic,Multi-Sectoral,22,22,44,50.00,Man and Woman (co-chairs),Co-Chair,Yes,Gender Parity,"Information provided by UNDP/UN Women Country Office; 
http://www.govt.lc/media.govt.lc/www/resources/publications/saint-lucia-economic-recovery-and-resilience-plan.pdf"
CHE,Switzerland,Europe,Western Europe,OECD,Swiss National Covid-19 Science Task Force (SN-STF) - Management Team,The Swiss National COVID-19 Science Task Force - Management Team consists of medical experts who are responsible for providing indpendent medical advice to the government on COVID-19 response. The task force has several components and the overall size and structure has varied since it was created. The Management Team is responsible for the leadership of the Expert Panel as part of the Swiss National CVID-19 Science Task Force. ,Expert,Public Health,Public Health,2,2,4,50.00,Woman,Yes,Yes,Gender Parity,"https://sciencetaskforce.ch/en/organisation-expert-groups/;
https://www.bag.admin.ch/bag/en/home/das-bag/aktuell/medienmitteilungen.msg-id-79879.html"
BEL,Belgium,Europe,Western Europe,OECD,Pediatric COVID-19 Task Force,"The Pediatric COVID-19 Task Force evaluates and analyzes all aspects concering COVID-19 and the pediatric population (minors, i.e. individuals under 18) in Belgium. The goal is to establish a long-term campaign and awareness-raising to put and keep children's rights and well-being at the center of every decision at every level both during COVID-19 and beyond in a sustainable way. The Task Force consist members from Belgium government, non-government children's rights actors, and Le Délégué Général aux Droits de l'Enfant (The General Delegate of the French Community for the Rights of the Child -  an independent public institution that ensure the protection of the rights and interests of children) with the support of the King Baudouin Foundation and Unicef ​​Belgium.",Expert,Public Health,Public Health,5,5,10,50.00,Man,No,Yes,Gender Parity,"https://covid-19.sciensano.be/sites/default/files/Covid19/COVID-19_FAQ_paeds_NL.pdf;
https://www.lespecialiste.be/fr/actualites/lettre-ouverte-de-la-belgian-pediatric-covid-19-task-force-ldquo-tous-les-enfants-doivent-retourner-a-l-ecole-a-temps-plein-le-1er-septembre-rdquo.html"
FIN,Finland,Europe,Northern Europe,OECD,COVID-19 Scientific Panel (COVID-19 tiedepaneeli),"On 22 April, Finland's Prime Minister appointed a 14-member multidisciplinary COVID-19 Scientific Panel to provide evidence-based support for the Preparation group in 'assessing and anticipating the effects of COVID-19 crisis from the perspectives of social, health, economic and ecological sustainability and the resilience of individuals, communities, and society'. The role of the panel will be to assist the study group, based on the information examined, to assess and anticipate the effects of the coronavirus crisis and its consequences in terms of social, health, economic and ecological sustainability and resilience of individuals, communities and society. The Scientific Panel will provide research expert support in the preparation and evaluation of measures related to the different phases of the crisis. The science panel gathers existing, up-to-date researched information and passes it on to decision-making for use in the form of interactions and short syntheses. The panel is independent in its tasks and interacts with a study group set up by the Prime Minister. The Panel dissolved on May 31, 2020.",Expert,Multi-Sectoral,Multi-Sectoral,7,7,14,50.00,Woman,Yes,Yes,Gender Parity,"https://www.coronanet-project.org/;
https://vnk.fi/hanke?tunnus=VNK049:00/2020;
https://vnk.fi/-/covid-19-tiedepaneeli-on-koonnut-tutkittua-tietoa-paatoksenteon-valmistelun-tueksi"
ITA,Italy,Europe,Southern Europe,OECD,New MIUR Task Force (Nuova Task Force MIUR) ,"The New MIUR Task Force (MIUR, Ministry of Education, University and Research) is a task force for education emergencies that was reactivated in February 2020 by the Minister of Education due to the COVID-19 pandemic. This task force (priorly known as “MIUR Task Force”) was created originally in 2016, following the seismic event that struck several Italian regions. In 2018, its name was updated to “New MIUR Task Force” and its sphere of competence was expanded. This Task Force operates within the Ministry of Education and is coordinated by the Director of the Office at the General Directorate for Students, Integration and Participation. Its members include government officials, teachers from the above-mentioned Directorate and external experts. The Task Force was reactivated to support student welfare and the right to study amidst the pandemic. Among the initiatives launched: a multi-specialist team ready to virtually provide teachers and families with the tools to support children and young people, especially those with learning difficulties or disabilities; and a team of 30 therapists ready to listen and support students, families and teachers throughout lockdown. ",Decision-Making,Education,Other,5,5,10,50.00,Man,No,Yes,Gender Parity,"https://www.miur.gov.it/documents/20182/1269113/m_pi.AOODPIT.REGISTRO+DECRETI+DIPARTIMENTALI(R).0001446.17-10-2018.pdf/12408598-d452-4184-b198-90a1731250ca; https://www.miur.gov.it/web/guest/-/coronavirus-azzolina-riunisce-task-force-ministero-istruzione-al-lavoro-per-supportare-scuole-anche-con-didattica-a-distanza-; https://www.tecnicadellascuola.it/coronavirus-le-due-task-force-del-ministero-dellistruzione-ecco-come-stanno-le-cose; 
http://riccodelgolfo.edu.it/wp-content/uploads/2020/03/TaskForceEmergenzaEducativeSostegnoPsicologico.pdf"
GBR,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,OECD,Scientific Advisory Group for Emergencies (SAGE) - Ethnicity Subgroup,"The Ethnicity Subgroup of the Scientific Advisory Group for Emergencies was creaed to advise the government on COVID-19 risks and impacts for minority ethnic groups. It is composed of academics, health specialists, and other medical and research professionals. ",Expert,Other,Other,14,14,28,50.00,Man,No,Yes,Gender Parity,https://www.gov.uk/government/publications/scientific-advisory-group-for-emergencies-sage-coronavirus-covid-19-response-membership/list-of-participants-of-sage-and-related-sub-groups
IRL,Ireland,Europe,Northern Europe,OECD,COVID-19 Expert Advisory Group,"Established on February 5th, 2020, the COVID-19 Expert Advisory Group provides expert guidance to address technical queries from other bodies (e.g. National Public Health Emergency Team) on topics pertaining to COVID-19, including the evolution of COVID-19, emergency preparedness, and guidance on infection prevention and control.  Expert Advisory Groups in Ireland are institutions of the Health Service Agency that allow frontline health care professionals to contribute to the policy-making process. ",Expert,Public Health,Public Health,13,14,27,51.85,Man,No,Yes,Gender Parity,https://www.gov.ie/en/collection/0f6a2-minutes-from-meetings-of-the-covid-19-expert-advisory-group/
CAN,Canada,Americas,Northern America,OECD,Special Advisory Committee on COVID-19,"In January 2020, the  the Pan-Canadian Public Health Network (PHN) established the Special Advisory Committee on COVID-19 to advise government health officials across federal, provincial, and territorial governments on the coordination, public health policy, and technical content related to the COVID-19 outbreak. The Committee meets several times a week to discuss the coordination of preparedness and response across Canada's health systems. The SAC includes representatives from several Government of Canada departments, as well as members of the Public Health Network Council and the Council of Chief Medical Officers of Health. ",Decision-Making,Public Health,Public Health,11,12,23,52.17,Man and Woman (co-chairs),Co-Chair,Yes,Gender Parity,"https://gh.bmj.com/content/5/10/e003549; 
http://www.phn-rsp.ca/sac-COVID-ccs/index-eng.php"
USA,United States of America,Americas,Northern America,OECD,COVID-19 Health Equity Task Force,"COVID-19 Health Equity Task Force was established by the President through Executive Order to provide specific recommendations on COVID-19-related health and social inequities, and prevent such inequities in the future. The Task Force is composed of a group of non-governmental members that come from diverse backgrounds and expertise, a range of racial and ethnic groups, and a number of important populations, including: children and youth; educators and students; health care providers, immigrants; individuals with disabilities; LGBTQ+ individuals; public health experts; rural communities; state, local, territorial, and Tribal governments; and unions. Additionally, six Federal agencies are represented on the COVID-19 Health Equity Task Force, including the Departments of Agriculture, Education, Health and Human Services, Housing and Urban Development, Justice and Labor.",Decision-Making,Multi-Sectoral,Multi-Sectoral,10,11,21,52.38,Woman,Yes,Yes,Gender Parity,"https://www.whitehouse.gov/briefing-room/press-briefings/2021/02/10/president-biden-announces-members-of-the-biden-harris-administration-covid-19-health-equity-task-force/; https://www.whitehouse.gov/wp-content/uploads/2021/01/National-Strategy-for-the-COVID-19-Response-and-Pandemic-Preparedness.pdf; 
https://www.minorityhealth.hhs.gov/omh/browse.aspx?lvl=3&lvlid=119"
CAN,Canada,Americas,Northern America,OECD,Cabinet Committee on the Federal Response to the Coronavirus Disease,"The Cabinet Committee on the Federal Response to the Coronavirus Disease (COVID-19) was created to complement the work being done by the Incident Response Group. The Committee, which was established by the Prime Minister, meets regularly to ensure whole-of-government leadership, coordination, and preparedness for a response to the health and economic impacts of the virus. This includes coordination of efforts with other orders of government. The Committee includes ministers from across government, including from public safety, health, economic development and employment. ",Decision-Making,Multi-Sectoral,Multi-Sectoral,8,9,17,52.94,Man,No,Yes,Gender Parity,"https://gh.bmj.com/content/5/10/e003549;
https://pm.gc.ca/en/news/news-releases/2020/03/04/prime-minister-creates-committee-COVID-19;
https://pm.gc.ca/en/cabinet-committee-mandate-and-membership#covid-19
"
